belief_id,cascade_id,vector_name,mean,variance,evidence_count,prior_mean,prior_variance,last_updated
4a879693-de2b-4323-b8b5-96150fbddf64,f768a76c-f195-4d09-9b74-b14302574353,change,0.7142857142857143,0.07142857142857142,1,0.6,0.1,2025-12-31 16:07:33.183226
59ac3e33-b498-4804-a302-4e1b119daa10,5ad68928-4583-45b6-86be-58dfdc925e4b,change,0.7857142857142858,0.07142857142857142,1,0.7,0.1,2026-01-05 11:10:44.074938
eec2a957-b209-4572-9bb4-3f9ba0094041,fa2362be-8a62-4e12-afea-b188247ddea5,change,0.25,0.07142857142857142,1,0.15,0.1,2026-01-09 14:34:08.517686
acb8762a-b1c0-4d39-8b63-a17df3f53835,2cf2da8e-6c49-4d80-a2fe-11c416d76750,change,0.8214285714285714,0.07142857142857142,1,0.95,0.1,2026-01-05 12:19:10.242284
01432c97-f087-4f6f-85cc-2c729c4de586,1ecd7356-2e20-4aea-9369-aec668f8098c,change,0.8214285714285714,0.07142857142857142,1,0.85,0.1,2026-01-05 10:52:42.491131
0ad6d936-b1bf-4f63-a22f-53a4299b8d33,16bb1081-79fb-4ac5-9c6f-d43ed32b27bf,change,0.7857142857142858,0.07142857142857142,1,0.6,0.1,2026-01-05 10:42:59.973023
92812ade-cd29-4592-aa25-67897dfa9144,824cc6a3-b078-40e5-8e6b-8da32e784787,change,0.8071428571428573,0.07142857142857142,1,0.9,0.1,2026-01-01 13:14:20.688822
48da7db4-2ee5-4a11-ad56-d407e7e70e3b,f9315ceb-4984-4f83-bdc8-26166d5053fb,change,0.7708333333333334,0.041666666666666664,2,0.5,0.1,2025-12-31 16:54:03.836689
63a7f357-8cb7-4391-9130-8950a1fa5659,c60b82ea-9606-4ba3-b2bb-3358ce2f1a6a,change,0.8458333333333334,0.041666666666666664,2,0.75,0.1,2026-01-01 14:11:22.987073
729dc0ff-a582-4e55-8bf7-318dc1f6f71d,4ea64cc1-63fe-4e1f-a6c0-ca1b5de07d79,change,0.7941176470588236,0.029411764705882353,3,0.7,0.1,2025-12-31 17:04:45.469451
8e6bdbd0-c8c7-4266-bbb7-e9b8daf8fddd,c60b82ea-9606-4ba3-b2bb-3358ce2f1a6a,change,0.8705882352941178,0.029411764705882353,3,0.75,0.1,2026-01-01 15:03:40.694104
d0eff0d1-06f9-404f-b29c-55db75a5be4e,1eb50fb4-ef73-4ece-aefa-4b6f1e850a5c,change,0.8772727272727274,0.022727272727272728,4,0.7,0.1,2026-01-01 17:31:26.779529
e49f9bd3-1b95-4782-8ab2-bdc0a2178ecf,1ad004fc-d43f-4642-b526-eea8b0a7ff58,change,0.7727272727272727,0.022727272727272728,4,0.5,0.1,2025-12-31 21:14:02.945541
80c0b0e6-b9b8-4dae-bd5f-c1f43c3e78c3,309aa269-0ad9-4ac4-83e3-c8fab42347c7,change,0.7685185185185184,0.018518518518518517,5,0.0,0.1,2025-12-31 21:24:03.870046
1b847eb7-e2fd-40e5-b995-03d21aeeb1e2,ed8bc023-f4a5-4ff1-b4ca-a89e80f08f6c,change,0.8870370370370371,0.018518518518518517,5,0.75,0.1,2026-01-02 08:39:37.339712
6a8e1f40-d3f1-4961-8864-f1ca371804ff,b9bb532c-7be8-4f8d-86b2-d346b88f389f,change,0.7499999999999999,0.015625,6,0.0,0.1,2025-12-31 21:28:18.756346
9d6ef391-f9fa-4f9e-a12f-97002b3871e1,7bde55b7-39db-42e3-9c89-83c792abc724,change,0.8906250000000001,0.015625,6,0.82,0.1,2026-01-02 08:56:29.533763
62d1c14f-9312-4224-b423-8409fd306ad5,de82580d-ea42-4e2c-b46f-1605885bd0ef,change,0.7297297297297296,0.013513513513513514,7,0.0,0.1,2025-12-31 21:35:49.909895
7e753fb9-1840-4b4f-a4fe-3b63f64f8bef,7061fb05-464c-4d97-9224-af127e654cae,change,0.9040540540540541,0.013513513513513514,7,0.9,0.1,2026-01-02 11:07:35.450672
3ccc38ac-fa3d-46e8-8383-d8d6147ca762,43c82c91-d565-406f-8862-d7634bf279d2,change,0.8916666666666668,0.011904761904761904,8,0.8,0.1,2026-01-05 23:07:26.445189
88748c4c-e0ef-4e05-8097-36825eb60e5e,2609f31e-d10a-473c-84a5-9e108b88ed3b,change,0.726190476190476,0.011904761904761904,8,0.5,0.1,2025-12-31 22:27:57.969088
878e8a64-821b-468e-824c-c3f3c43cca2c,c3b48f2d-7211-4482-8e77-947d64680046,change,0.8872340425531917,0.010638297872340425,9,0.85,0.1,2026-01-06 14:06:31.976191
ef280f15-4692-4228-8843-03f44777a9aa,67324017-bb9b-427f-867a-21aab0b6c7c8,change,0.7446808510638298,0.010638297872340425,9,0.75,0.1,2025-12-31 22:55:05.080147
548320cf-a17d-4e4e-85c5-fd84e23b107e,c3b48f2d-7211-4482-8e77-947d64680046,change,0.8884615384615386,0.009615384615384616,10,0.9,0.1,2026-01-06 14:12:06.083157
583d06e3-bdf5-441f-a72c-9356943d92bd,e9f347ed-ea28-418a-99a0-fd80b7c500be,change,0.7499999999999999,0.009615384615384616,10,0.65,0.1,2026-01-01 13:41:10.366341
84f3fcd6-6461-42e1-9b43-111519ed000b,c3b48f2d-7211-4482-8e77-947d64680046,change,0.8938596491228071,0.008771929824561403,11,0.8,0.1,2026-01-06 14:13:33.724444
775b8d72-c52b-4f71-91f0-70f8411a3a78,dca15e4b-ce0f-4407-98a0-182740f9882e,change,0.7236842105263157,0.008771929824561403,11,0.2,0.1,2026-01-01 15:57:00.088442
1ca028b6-371b-4058-9f06-5e61e6484ccc,9d730037-14c5-41d5-b168-1b9000f644d6,change,0.7338709677419353,0.008064516129032258,12,0.2,0.1,2026-01-01 16:17:25.277418
20861c06-ce87-4c28-8220-769ffb11b7be,500b75d8-2c5f-4f40-a93a-7aca52c059f7,change,0.8903225806451613,0.008064516129032258,12,0.85,0.1,2026-01-06 14:15:13.155183
50ba8fc0-0d95-46aa-8ec5-9546865f285d,500b75d8-2c5f-4f40-a93a-7aca52c059f7,change,0.8947761194029852,0.007462686567164179,13,0.75,0.1,2026-01-06 14:16:56.434321
cb849339-b2c4-4a34-861c-a385e08ed736,17a70132-5eb1-492e-a17a-2ee14f865d36,change,0.7462686567164177,0.007462686567164179,13,0.2,0.1,2026-01-01 16:34:35.627653
6ae47d60-469e-4373-9909-47616f273c59,0a483aed-1ce4-4dfa-a525-845b6e404d6e,change,0.7604166666666665,0.006944444444444444,14,0.3,0.1,2026-01-01 16:39:37.957462
bc5b226a-14b1-4e8a-a6bd-de0689e82100,500b75d8-2c5f-4f40-a93a-7aca52c059f7,change,0.8881944444444446,0.006944444444444444,14,0.8,0.1,2026-01-06 15:06:41.635278
b7ac19ed-1629-402c-bed0-a06198442767,8661947f-00ce-4f65-9821-594497cb3f7a,change,0.8857142857142858,0.006493506493506494,15,0.85,0.1,2026-01-06 15:10:18.497335
752bf88e-484e-412b-9bf5-7d477edb6aae,773f876a-aa0a-4011-9c46-c6b9d3ad2851,change,0.766233766233766,0.006493506493506494,15,0.15,0.1,2026-01-01 16:47:06.192318
03b35365-306e-43a7-84f7-013693070c1d,8661947f-00ce-4f65-9821-594497cb3f7a,change,0.8865853658536585,0.006097560975609756,16,0.75,0.1,2026-01-06 15:10:19.340485
1c919921-490a-4f25-8927-2fa33c3a82b3,773f876a-aa0a-4011-9c46-c6b9d3ad2851,change,0.7743902439024388,0.006097560975609756,16,0.15,0.1,2026-01-01 17:15:21.723029
079ed454-8496-4652-aaf0-8c706409f75c,05f168e7-2e92-4d91-afb2-3099f4a5dcfb,change,0.8902298850574714,0.005747126436781609,17,0.95,0.1,2026-01-06 15:18:18.271882
7044d573-55ad-489f-86cb-c8b00fa0714e,94c82676-b222-4ba0-8d6d-8a56f96bda5b,change,0.7701149425287355,0.005747126436781609,17,0.4,0.1,2026-01-01 18:53:00.074603
b2429965-e956-49bd-9f9d-dc9081c61931,05f168e7-2e92-4d91-afb2-3099f4a5dcfb,change,0.8934782608695654,0.005434782608695652,18,0.8,0.1,2026-01-06 15:18:19.075340
8d7d9a20-96b0-4c68-9fbe-d462af670bcb,b38306a4-b24e-4715-a9e1-3c7803fd5c8d,change,0.7608695652173911,0.005434782608695652,18,0.3,0.1,2026-01-01 19:21:37.787757
83a12c5e-c469-4c6c-a153-978eca08c90c,b61a86c5-20b4-4bdf-8c33-4fe546c6cd7c,change,0.891237113402062,0.005154639175257732,19,0.85,0.1,2026-01-06 15:24:42.629181
a37348b1-327c-4df7-834a-d59b40271981,4ca5269b-54f7-49ba-b61d-e4b257ec8537,change,0.7422680412371133,0.005154639175257732,19,0.35,0.1,2026-01-01 20:15:16.358618
da15397a-76f0-4c69-828c-ebadcd0b3b3f,b61a86c5-20b4-4bdf-8c33-4fe546c6cd7c,change,0.8916666666666668,0.004901960784313725,20,0.8,0.1,2026-01-06 15:24:43.436863
657d9436-51a3-4e0b-b9a8-75cc27ff4ace,48bc45cd-7408-4ec3-ad45-54bc88f017b6,change,0.7377450980392157,0.004901960784313725,20,0.65,0.1,2026-01-02 13:56:20.121263
6805d840-9ab9-4df7-a719-e88974a82c67,e97d3f7f-9657-4405-ae06-69b9ccd681d0,change,0.7266355140186916,0.004672897196261682,21,0.55,0.1,2026-01-02 14:47:42.455931
61b957e8-10b8-449d-995d-d2ba003c532d,13df4524-5ea8-4ada-8199-25c48c01401f,change,0.8920560747663553,0.004672897196261682,21,0.9,0.1,2026-01-06 16:17:42.997925
cd19f501-4537-4dc0-9954-42aa73416b57,59371bd5-16b9-4dd2-8a03-289cecd1033b,change,0.7187500000000001,0.004464285714285714,22,0.6,0.1,2026-01-02 14:50:27.640871
ea1c83ec-76d6-4680-9eae-bc888b6dcac8,13df4524-5ea8-4ada-8199-25c48c01401f,change,0.8946428571428572,0.004464285714285714,22,0.8,0.1,2026-01-06 16:17:43.812632
eb0fe2c0-b539-48c8-9533-5551c37b9b7f,0c974645-3ed5-44e5-9f41-3734824c13a2,change,0.897008547008547,0.004273504273504274,23,0.95,0.1,2026-01-07 00:29:28.560586
fbef4822-0b31-4064-af31-053076400831,4cd73b4c-f871-49af-ac26-d428beb2cbde,change,0.7179487179487181,0.004273504273504274,23,0.6,0.1,2026-01-02 14:57:29.549930
64320379-9843-4001-9bc5-63f55f23ca07,0c974645-3ed5-44e5-9f41-3734824c13a2,change,0.8991803278688525,0.004098360655737705,24,0.8,0.1,2026-01-07 00:29:29.345532
18161803-cb8c-4cb4-adca-07d114452994,4cd73b4c-f871-49af-ac26-d428beb2cbde,change,0.7213114754098361,0.004098360655737705,24,0.6,0.1,2026-01-02 15:31:12.846226
